Concurso,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3
1308,9/8/2011,7,8,24,30,33,47,0,75,4417,0,"11487,79","278,65"
1309,11/8/2011,7,12,25,26,32,39,0,100,6163,0,"13438,49","311,5"
1310,13/08/2011,8,9,14,32,53,59,0,107,7570,0,"19392,08","391,57"
1311,17/08/2011,7,9,12,19,45,54,0,253,13609,0,"9118,47","242,16"
1312,20/08/2011,5,20,22,28,29,30,0,201,10377,0,"13386,76","370,42"
1313,24/08/2011,1,4,26,39,43,49,0,140,9036,0,"20309,34","449,52"
1314,27/08/2011,38,42,44,52,58,60,0,122,7797,0,"27514,75","615,03"
1315,31/08/2011,1,27,29,38,50,52,1,108,9003,"63981675,84","43290,92","741,88"
1316,3/9/2011,8,13,25,34,42,48,1,241,9757,"2824002,29","6361,12","224,45"
1317,8/9/2011,6,13,29,30,35,37,0,67,5004,0,"17952,11","343,38"
1318,10/9/2011,11,14,16,28,34,46,0,140,6962,0,"10648,09","305,89"
1319,14/09/2011,4,5,16,18,27,51,0,103,7798,0,"17148,38","323,57"
1320,17/09/2011,17,24,25,38,41,55,0,128,8496,0,"20240,7","435,63"
1321,21/09/2011,10,47,51,53,59,60,1,128,11775,"31071213,53","24303,54","377,41"
1322,24/09/2011,10,21,43,47,53,55,0,54,3738,0,"27567,36","568,92"
1323,28/09/2011,6,15,25,37,48,55,0,58,5387,0,"28697,23","441,39"
1324,1/10/2011,18,29,31,44,51,57,0,86,5421,0,"23149,62","524,64"
1325,5/10/2011,2,5,16,20,35,43,0,195,14090,0,"13111,44","259,22"
1326,8/10/2011,10,11,18,19,30,50,0,179,13207,0,"17249,11","333,97"
1327,13/10/2011,16,35,36,41,52,54,0,89,7175,0,"38492,13","682,09"
1328,15/10/2011,10,23,27,43,53,59,1,213,14179,"45390782,32","16945,58","363,65"
1329,19/10/2011,7,8,11,39,43,50,0,66,5244,0,"22514,95","404,81"
1330,22/10/2011,8,18,21,30,48,49,0,76,6768,0,"34525,57","553,85"
1331,26/10/2011,9,24,26,39,46,57,1,157,11461,"29215205,37","18125,57","354,7"
1332,29/10/2011,3,5,13,24,35,59,1,150,10790,"2963357,08","10724,53","212,98"
1333,3/11/2011,25,26,28,33,42,51,0,54,3893,0,"25689,91","509,06"
1334,5/11/2011,1,6,8,10,25,27,0,392,16794,0,"4246,2","141,59"
1335,9/11/2011,3,14,20,22,49,51,1,94,7457,"21885288,49","26184,33","471,52"
1336,12/11/2011,1,32,38,47,51,54,1,38,3539,"3086420,09","44091,72","676,33"
1337,16/11/2011,2,20,35,38,45,51,0,30,2680,0,"39144,08","625,97"
1338,19/11/2011,1,18,19,33,43,60,1,102,6329,"5448452,03","17484,4","402,54"
1339,23/11/2011,7,10,14,16,54,59,0,58,5087,0,"23616,19","384,66"
1340,26/11/2011,13,21,30,36,59,60,0,71,6148,0,"29502,9","486,73"
1341,30/11/2011,1,11,20,37,40,52,0,90,6566,0,"26529,68","519,48"
1342,3/12/2011,5,7,42,46,50,60,0,102,8092,0,"27452,98","494,35"
1343,7/12/2011,19,20,31,42,51,56,0,58,6113,0,"50455,78","683,89"
1344,10/12/2011,8,19,21,36,42,59,3,236,13393,"12497169,8","14632,94","368,35"
1345,14/12/2011,7,17,19,26,40,50,0,74,6043,0,"28067,82",491
1346,17/12/2011,12,32,40,47,48,59,1,57,5205,"24409476,19","45369,34","709,77"
1347,20/12/2011,9,19,45,46,54,56,0,38,2940,0,"24020,82","443,53"
1348,22/12/2011,7,12,38,39,45,56,0,89,5009,0,"15808,64","401,26"
1349,24/12/2011,9,19,20,50,51,60,1,168,7012,"7099412,95","9132,18","312,56"
1350,31/12/2011,3,4,29,36,45,55,5,954,85582,"35523497,52","33711,3","536,83"
1351,4/1/2012,13,33,36,41,50,56,0,34,3264,0,"35012,63","521,02"
1352,7/1/2012,9,18,24,35,36,59,0,75,6632,0,"21559,89","348,3"
1353,11/1/2012,3,11,13,27,32,47,1,161,10308,"8311160,99","10586,03","236,2"
1354,14/01/2012,2,8,38,42,48,49,1,71,4842,"2815977,4","21530,61","451,01"
1355,18/01/2012,11,17,24,39,46,49,0,133,6490,0,"12427,32","363,81"
1356,21/01/2012,6,13,21,22,31,46,0,90,7070,0,"22697,17","412,75"
1357,25/01/2012,1,19,24,26,52,55,0,116,6940,0,"17572,17","419,59"
1358,28/01/2012,3,15,16,35,37,47,0,145,10440,0,"16856,7","334,45"
1359,1/2/2012,6,10,12,17,28,53,0,254,13663,0,"10009,69","265,83"
1360,4/2/2012,2,16,17,25,50,54,2,112,9880,"22673254,06","30004,55","485,9"
1361,8/2/2012,23,27,30,37,38,44,0,38,3381,0,"36490,98","585,9"
1362,11/2/2012,2,12,19,22,36,58,3,129,8825,"1924196,22","13542,9","282,8"
1363,15/02/2012,25,35,42,45,52,57,0,36,2744,0,"36166,13","677,83"
1364,18/02/2012,10,13,20,40,44,53,0,60,4436,0,"26450,47","511,08"
1365,22/02/2012,2,24,26,32,35,50,0,52,3368,0,"23397,34","516,05"
1366,25/02/2012,12,27,37,44,54,59,1,124,7974,"22902720,55","19590,46","435,2"
1367,1/3/2012,2,7,13,29,38,43,0,111,6443,0,"9193,08","226,25"
1368,3/3/2012,10,21,26,29,32,38,1,34,4447,"4873830,43","47804,75","522,13"
1369,7/3/2012,5,16,24,32,38,46,0,195,7636,0,"6509,72","237,48"
1370,10/3/2012,2,4,5,27,49,59,2,115,9979,"7499281,75","18434,86","303,49"
1371,14/03/2012,3,4,8,11,47,49,0,101,7421,0,"12265,25","238,47"
1372,17/03/2012,3,36,40,46,58,60,0,48,4069,0,"34817,31","586,74"
1373,21/03/2012,7,27,39,52,55,57,1,73,6082,"8520148,41","23495,92","402,87"
1374,24/03/2012,6,21,28,31,33,43,0,32,3575,0,"44298,35","566,45"
1375,28/03/2012,14,25,28,45,53,58,2,121,7136,"7822077,02","16066,97","389,19"
1376,31/03/2012,9,11,21,49,53,54,0,57,4091,0,"25317,58","503,92"
1377,4/4/2012,2,5,12,13,25,35,1,175,12352,"5600981,17","9128,17","184,75"
1378,7/4/2012,2,5,17,18,54,59,0,74,5614,0,"15789,08","297,31"
1379,11/4/2012,5,12,36,45,50,58,0,61,5455,0,"24980,79","399,06"
1380,14/04/2012,3,14,52,55,57,60,0,100,6994,0,"23424,79","478,46"
1381,18/04/2012,11,27,30,40,44,57,1,109,7087,"22817234,34","23177,49","509,25"
1382,20/04/2012,5,13,16,17,27,55,0,70,6131,0,"14068,17","229,45"
1383,25/04/2012,7,9,23,44,46,55,0,106,6224,0,"14064,76","342,19"
1384,28/04/2012,2,18,30,31,45,56,2,56,5010,"4030007,03","33924,99","541,71"
1385,2/5/2012,27,35,36,37,42,59,1,52,4170,"13402970,05","28177,29","501,95"
1386,5/5/2012,12,28,38,39,51,56,0,27,3462,0,"54363,88","605,68"
1387,9/5/2012,18,27,32,43,50,52,0,47,3492,0,"34677,09","666,75"
1388,12/5/2012,22,29,31,43,50,54,0,48,4047,0,"42785,64","724,95"
1389,16/05/2012,1,16,28,39,44,57,1,146,7397,"13488668,85","14870,28","419,29"
1390,19/05/2012,4,19,27,28,29,31,2,149,7924,"6920519,93","13356,03","358,77"
1391,23/05/2012,7,12,19,34,40,53,0,74,5293,0,"17006,16","339,65"
1392,26/05/2012,2,8,12,28,33,43,0,116,8651,0,"14023,2","268,62"
1393,30/05/2012,4,18,24,28,39,44,1,86,5717,"8139697,37","17831,94","383,2"
1394,2/6/2012,11,16,24,35,46,50,0,32,4092,0,"45243,54","505,44"
1395,6/6/2012,5,11,17,19,44,48,0,245,13657,0,"8770,07","224,75"
1396,9/6/2012,29,48,52,54,55,58,0,44,4577,0,"51823,24","711,7"
1397,13/06/2012,3,4,7,15,27,56,0,249,18115,0,"11336,06","222,59"
1398,16/06/2012,14,32,33,40,42,51,0,75,7149,0,"43777,11","656,09"
1399,20/06/2012,34,39,43,56,57,60,2,648,9834,"19136470,53","5950,16","560,11"
1400,23/06/2012,9,26,34,43,53,54,0,72,6208,0,"30435,06","504,26"
1401,27/06/2012,11,12,25,33,48,54,1,233,11965,"25157779,26","10387,41","288,96"
1402,30/06/2012,2,9,10,21,27,38,0,101,7929,0,"15262,45","277,73"
1403,4/7/2012,13,16,20,26,39,42,0,95,6176,0,"19010,85","417,75"
1404,7/7/2012,7,8,27,31,32,51,0,88,7470,0,"25404,89","427,54"
1405,11/7/2012,3,14,17,32,37,39,1,315,15516,"27622910,73","9536,48","276,58"
1406,14/07/2012,7,10,17,24,38,57,0,134,9133,0,"12809,17","268,48"
1407,18/07/2012,18,29,31,42,43,53,0,53,3583,0,"34598,18","731,11"
1408,21/07/2012,4,19,20,24,39,43,0,118,8075,0,"19353,93","404,02"
1409,25/07/2012,6,19,26,47,50,58,0,96,6846,0,"25376,4","508,35"
1410,28/07/2012,18,29,40,42,50,54,0,70,6917,0,"48372,46","699,32"
1411,1/8/2012,8,12,32,44,46,48,2,360,21016,"21505646,36","12795,43","313,11"
1412,4/8/2012,6,8,24,37,41,45,1,103,6893,"3288513,09","17331,97","369,98"
1413,7/8/2012,13,15,33,45,54,55,0,70,3887,0,"12672,64","326,02"
1414,9/8/2012,21,37,44,46,49,57,0,36,3349,0,"41848,78","642,64"
1415,11/8/2012,26,36,40,46,49,51,0,39,3766,0,"61075,63","903,55"
1416,15/08/2012,3,19,22,24,35,49,2,206,14457,"14192091,49","14477,96","294,71"
1417,18/08/2012,5,12,45,52,56,59,4,83,6383,"773932,3","20247,46","376,11"
1418,22/08/2012,7,8,10,12,27,56,0,188,11107,0,"7637,07","184,66"
1419,25/08/2012,17,21,30,48,52,58,0,56,3828,0,"32191,4","672,75"
1420,29/08/2012,2,11,16,18,36,45,0,129,9189,0,"18723,93","375,5"
1421,1/9/2012,19,31,39,44,53,59,1,142,8046,"27700609,77","20561,45","518,39"
1422,5/9/2012,2,5,13,17,39,44,1,250,12007,"2662243,82","5780,87","171,94"
1423,8/9/2012,3,8,21,25,27,43,3,187,8340,"729819,96","6355,96","203,59"
1424,12/9/2012,3,7,15,29,38,60,0,83,6625,0,"16458,38","294,56"
1425,15/09/2012,7,16,29,36,38,50,1,82,6460,"17534538,97","27866,19","505,31"
1426,19/09/2012,6,15,18,24,30,44,0,67,5957,0,"19687,18","316,32"
1427,22/09/2012,8,39,44,47,53,56,0,73,4824,0,"23322,46","504,18"
1428,26/09/2012,7,15,19,34,37,55,1,204,9777,"8826040,59","8674,99","258,58"
1429,29/09/2012,9,12,22,39,48,60,0,59,4805,0,"25259,36","443,08"
1430,3/10/2012,2,19,22,30,46,52,0,87,6685,0,"26310,37","489,15"
1431,6/10/2012,5,9,13,33,40,54,0,278,17721,0,"10435,48","233,86"
1432,10/10/2012,16,24,25,42,45,59,0,124,10268,0,"24792,19","427,71"
1433,13/10/2012,4,13,14,40,46,52,1,124,9358,"33905517,49","26342,96","498,66"
1434,17/10/2012,3,18,22,34,55,58,2,116,6335,"1352380,47","12657,75","331,1"
1435,20/10/2012,4,15,45,47,50,52,0,93,6915,0,"26165,43","502,71"
1436,24/10/2012,1,13,23,24,30,57,0,127,9275,0,"21218,15","415,04"
1437,27/10/2012,22,23,26,37,38,48,0,107,8856,0,"33311,44","574,96"
1438,31/10/2012,7,14,31,33,36,49,2,712,19524,"19240377,33","5654,86","294,6"
1439,3/11/2012,2,34,35,42,43,55,0,45,3961,0,"32387,25","525,63"
1440,7/11/2012,2,6,28,36,51,56,1,148,11068,"24405605,1","19463,78","371,81"
1441,10/11/2012,17,29,36,38,53,56,0,66,5471,0,"26165,75","450,93"
1442,14/11/2012,12,13,20,30,34,49,0,80,6274,0,"25198,19",459
1443,17/11/2012,12,20,32,48,52,54,0,72,5984,0,"29228,38","502,39"
1444,21/11/2012,2,5,27,28,48,55,0,175,11165,0,"13021,24","291,56"
1445,24/11/2012,5,19,32,41,49,58,1,133,10497,"33883410,57","25183,96","455,83"
1446,28/11/2012,6,13,24,32,40,51,1,87,5521,"2639040,77","16466,92","370,69"
1447,1/12/2012,1,19,28,33,39,41,0,51,4339,0,"32040,96",538
1448,5/12/2012,1,25,29,36,56,60,0,83,6212,0,"21898,01","417,97"
1449,8/12/2012,2,6,18,30,52,56,0,116,8481,0,"18517,69","361,82"
1450,12/12/2012,26,27,31,38,44,45,0,88,7146,0,"30888,14","543,39"
1451,15/12/2012,2,10,11,33,52,57,0,164,12868,0,"19191,54","349,41"
1452,18/12/2012,2,14,28,50,57,58,0,60,5878,0,"36504,89","532,32"
1453,20/12/2012,6,13,25,32,47,57,0,282,14237,0,"10734,25","303,74"
1454,22/12/2012,4,27,29,41,48,52,0,144,11007,0,"23883,32","446,36"
1455,31/12/2012,14,32,33,36,41,52,3,1368,113258,"81594699,72","27413,18","473,01"
1456,2/1/2013,6,8,14,26,36,40,0,24,2685,0,"29713,02","379,41"
1457,5/1/2013,15,16,34,42,46,59,0,96,6867,0,"18748,79","374,43"
1458,9/1/2013,2,4,16,33,44,51,0,134,9515,0,"15358,12","308,98"
1459,12/1/2013,2,6,30,34,35,52,1,147,11563,"13246202,09","17821,85","323,66"
1460,16/01/2013,4,14,27,38,50,52,0,103,7074,0,"20925,78","435,26"
1461,19/01/2013,31,36,44,47,49,54,0,99,6683,0,"27077,55","573,02"
1462,23/01/2013,5,9,25,27,38,40,1,392,12264,"22470803,48","7251,21","331,1"
1463,26/01/2013,13,22,28,29,40,48,0,46,4520,0,"35283,98","512,97"
1464,30/01/2013,2,24,32,50,54,59,0,76,5570,0,"23495,23","457,97"
1465,2/2/2013,6,11,16,26,44,53,0,117,7939,0,"23295,61","490,45"
1466,6/2/2013,4,6,13,34,37,51,1,213,15287,"29873254,83","14617,47","290,95"
1467,9/2/2013,23,24,26,41,52,53,1,75,3925,"3097080,96","22416,97","611,92"
1468,13/02/2013,1,2,10,19,20,37,1,179,6493,"1542491,77","4677,95","184,23"
1469,16/02/2013,4,13,35,54,56,58,0,105,6920,0,"15231,81","330,16"
1470,20/02/2013,2,34,36,38,51,55,2,172,9203,"9438162,39","13889,98","370,85"
1471,23/02/2013,10,25,33,36,40,58,0,92,5159,0,"17770,13","452,7"
1472,27/02/2013,12,18,23,25,45,50,0,130,7002,0,"13563,89","359,75"
1473,2/3/2013,2,12,33,57,58,60,0,121,8300,0,"18428,91","383,8"
1474,6/3/2013,1,2,3,11,28,43,1,158,11838,"14742572,93","15031,99","286,61"
1475,9/3/2013,12,13,37,44,48,51,1,111,9065,"16179244,6","20277,36","354,7"
1476,13/03/2013,4,10,26,37,47,57,0,58,4681,0,"25819,12","457,01"
1477,16/03/2013,3,4,46,50,56,59,0,58,4036,0,"33527,4","688,3"
1478,20/03/2013,10,27,37,40,47,55,0,56,4924,0,"35716,33","580,28"
1479,23/03/2013,21,48,50,54,57,60,0,59,5006,0,"40564,43","682,98"
1480,27/03/2013,9,14,21,26,36,52,1,151,11395,"31618202,79","19792,67","374,68"
1481,30/03/2013,17,27,28,40,44,55,0,46,3154,0,"28132,97","586,15"
1482,3/4/2013,6,9,11,34,41,53,0,79,5433,0,"20782,22","431,69"
1483,6/4/2013,1,35,39,53,55,56,0,53,4817,0,"38750,7","609,08"
1484,10/4/2013,17,20,24,29,49,53,0,85,7114,0,"25680,65","438,34"
1485,13/04/2013,4,27,30,36,54,59,0,212,12408,0,"14575,86","355,77"
1486,17/04/2013,1,6,10,34,40,54,1,174,12128,"37137524,71","20176,24","413,52"
1487,20/04/2013,4,9,17,23,28,53,0,198,9593,0,"8062,23","237,72"
1488,24/04/2013,4,22,25,38,45,51,1,144,7105,"6092267,98","11881,33",344
1489,27/04/2013,1,15,24,26,28,48,1,86,5462,"2867241,35","18098,87","407,09"
1490,2/5/2013,1,3,31,32,43,52,0,73,4902,0,"26934,64","573,01"
1491,4/5/2013,6,26,45,50,56,60,0,74,5450,0,"31442,92","609,9"
1492,8/5/2013,4,9,18,44,46,48,1,232,12719,"26460707,33","12349,72","321,8"
1493,11/5/2013,7,12,24,27,30,49,2,137,9075,"1471764,39","11663,62","251,54"
1494,15/05/2013,2,14,24,28,35,50,0,68,5746,0,"20542,92","347,3"
1495,18/05/2013,4,13,14,44,49,57,0,140,9828,0,"16899,84","343,91"
1496,22/05/2013,14,18,28,41,47,54,0,106,8337,0,"25446,39","462,19"
1497,25/05/2013,4,5,7,27,45,58,0,252,17540,0,"11685,01","239,82"
1498,29/05/2013,6,11,27,40,46,49,0,237,14820,0,"14636,95","334,38"
1499,1/6/2013,8,22,26,33,37,54,1,295,18276,"43036617,07","13922,29","321,03"
1500,5/6/2013,10,18,31,43,57,59,1,81,7055,"22610179,37","30598,43","501,86"
1501,8/6/2013,1,7,13,29,37,54,1,238,11210,"3144718,24","7172,83","217,55"
1502,12/6/2013,6,22,43,51,52,57,0,48,3580,0,"31688,04","606,95"
1503,15/06/2013,3,4,16,22,36,42,0,111,8448,0,"16427,17","308,34"
1504,19/06/2013,2,10,12,30,41,42,0,74,5957,0,"25045,42","444,46"
1505,22/06/2013,1,2,6,9,16,32,0,263,15199,0,"9151,9","226,23"
1506,26/06/2013,3,14,18,34,42,49,0,182,10892,0,"13681,2","326,58"
1507,29/06/2013,24,46,50,51,52,56,0,93,7021,0,"34293,63","648,93"
1508,3/7/2013,17,18,30,35,39,58,2,115,10276,"21168975,92","33054,59","528,45"
1509,6/7/2013,1,6,27,46,51,59,0,71,5633,0,"22607,95","407,08"
1510,10/7/2013,1,8,17,44,46,53,1,95,9101,"22933056,04","24874,7","370,93"
1511,13/07/2013,4,8,17,29,31,45,0,138,7658,0,"11883,51","305,92"
1512,17/07/2013,11,28,35,42,46,58,0,94,5874,0,"19009,23","434,57"
1513,20/07/2013,17,28,31,56,57,58,0,44,4837,0,"47603,75","618,61"
1514,24/07/2013,16,17,23,42,59,60,1,66,6219,"14061405,08","31999,66","485,14"
1515,27/07/2013,4,13,14,18,49,59,1,111,8567,"15200594,63","17732,26","328,21"
1516,31/07/2013,4,18,20,34,45,60,1,56,3946,"2581185,45","25021,69","507,28"
1517,3/8/2013,7,17,38,45,52,56,0,60,5366,0,"25710,14","410,68"
1518,6/8/2013,8,9,28,41,48,55,0,28,2892,0,"36256,85","501,47"
1519,8/8/2013,5,6,15,23,56,59,0,72,5886,0,"21543,33","376,46"
1520,10/8/2013,7,31,35,36,46,48,0,43,5886,0,"53442,81","557,74"
1521,14/08/2013,11,14,18,30,33,39,1,134,9266,25313774,"19657,33","406,1"
1522,17/08/2013,5,8,23,32,33,56,0,93,6765,0,"16446,2","322,98"
1523,21/08/2013,22,25,31,39,41,44,0,61,4254,0,"27846,83","570,44"
1524,24/08/2013,2,12,40,46,52,53,0,53,4637,0,"38596,27","630,21"
1525,28/08/2013,2,26,30,35,46,54,0,67,6260,0,"36863,34","563,63"
1526,31/08/2013,10,16,28,47,51,59,1,149,10735,"31746274,15","20637,37","409,2"
1527,4/9/2013,16,32,36,42,44,48,0,92,5439,0,"14866,46","359,23"
1528,6/9/2013,4,13,15,19,36,58,0,101,7347,0,"12591,67","247,28"
1529,11/9/2013,11,15,17,34,35,49,1,75,6622,"8144582,4","23758,3","384,4"
1530,14/09/2013,10,16,28,33,48,53,2,138,9644,"7800140,92","15973,07","326,52"
1531,18/09/2013,12,13,24,41,42,44,0,108,5944,0,"12777,02","331,64"
1532,21/09/2013,2,11,23,31,42,44,3,91,5676,"1934416,36","19455,14","445,58"
1533,25/09/2013,13,21,29,34,47,57,0,89,5659,0,"15085,8","338,93"
1534,28/09/2013,1,12,28,29,34,48,1,89,6196,"5734618,57","19892,61","408,19"
1535,2/10/2013,8,9,25,41,54,55,0,63,6058,0,"30780,52","457,28"
1536,5/10/2013,13,18,29,32,50,58,0,89,7408,0,"27340,47","469,24"
1537,9/10/2013,6,10,33,50,51,56,1,209,11870,"23232379,04","13956,16","351,04"
1538,11/10/2013,23,27,35,52,53,57,1,132,5238,"2163459,28","8897,35","320,31"
1539,16/10/2013,8,10,20,26,49,58,0,53,4366,0,"27254,69","472,64"
1540,19/10/2013,3,17,27,32,47,54,0,299,14429,0,"8340,81","246,91"
1541,23/10/2013,5,24,37,44,49,58,0,205,12026,0,"13154,6","320,34"
1542,26/10/2013,7,11,12,30,39,57,0,154,11783,0,"20868,02","389,62"
1543,30/10/2013,7,15,20,23,30,41,0,182,13138,0,"21370,06","422,91"
1544,1/11/2013,2,21,30,35,45,50,0,152,10385,0,"26624,88","556,7"
1545,6/11/2013,4,6,11,24,45,48,1,680,45410,"80499108,16","13845,79","296,19"
1546,9/11/2013,4,17,38,44,53,60,0,100,6673,0,"17358,44","371,61"
1547,13/11/2013,2,9,10,18,21,28,1,227,11559,"6867422,89","8776,15","246,21"
1548,16/11/2013,19,41,42,44,47,54,0,45,3429,0,"31037,69","581,88"
1549,20/11/2013,10,12,16,20,32,53,1,66,6564,"5772796,8","26319,82","378,05"
1550,23/11/2013,9,13,21,27,36,56,1,229,14109,"23634735,21","11349,56","263,16"
1551,27/11/2013,2,15,19,21,23,38,1,131,7631,"2820316,51","11687,25","286,61"
1552,30/11/2013,7,18,24,26,39,46,0,122,7839,0,"13693,19","304,44"
1553,4/12/2013,20,21,22,29,46,60,0,48,3788,0,"39092,63","707,66"
1554,7/12/2013,30,32,49,50,52,53,0,60,4098,0,"37772,91","790,06"
1555,11/12/2013,2,5,23,33,52,59,0,167,13033,0,"16791,74","307,37"
1556,14/12/2013,1,4,7,10,11,52,0,549,26705,0,"6125,83","179,9"
1557,17/12/2013,4,16,18,31,45,46,0,123,8744,0,"20612,58","414,21"
1558,19/12/2013,7,15,17,31,42,54,0,186,11538,0,"18644,94","429,38"
1559,21/12/2013,8,12,16,29,37,58,1,317,16431,51491466,"11729,76","323,28"
1560,31/12/2013,20,30,36,38,47,53,4,1147,90376,"56169465,02","38701,2","701,67"
1561,2/1/2014,23,26,28,54,55,60,0,20,1669,0,"25914,28","443,62"
1562,4/1/2014,10,12,23,37,47,51,0,59,4384,0,"22007,62","423,11"
1563,9/1/2014,1,6,13,20,36,43,1,202,10395,"6872625,83","9475,83","263,05"
1564,11/1/2014,25,38,44,46,53,54,1,71,5602,"3219906,28",24619,"445,74"
1565,15/01/2014,18,37,39,41,43,51,0,52,5157,0,"38754,07","558,24"
1566,18/01/2014,5,6,11,32,36,60,1,133,8797,"14791263,61","19327,16","417,43"
1567,22/01/2014,2,15,30,38,48,53,0,59,4463,0,"25222,12","476,33"
1568,25/01/2014,19,24,25,28,42,58,0,103,7192,0,"18255,37","373,49"
1569,29/01/2014,5,15,18,31,42,53,0,81,6718,0,"25568,62","440,4"
1570,1/2/2014,15,18,24,42,46,56,0,225,11903,0,"13231,54","357,3"
1571,5/2/2014,3,29,32,46,55,60,0,176,11857,0,"20467,75","434,02"
1572,8/2/2014,20,27,42,45,46,47,0,93,11613,0,"46724,09","534,54"
1573,12/2/2014,7,16,21,35,36,38,0,230,19015,0,"23076,78","398,75"
1574,15/02/2014,6,27,28,33,46,48,0,459,29794,0,"14318,71","315,12"
1575,19/02/2014,1,4,5,14,45,56,1,709,42590,"111503902,49","16432,41","390,78"
1576,22/02/2014,13,15,21,26,30,46,0,88,5886,0,21264,"454,16"
1577,26/02/2014,11,14,25,32,51,59,1,86,6004,"7599721,82","26213,16","536,38"
1578,1/3/2014,3,6,30,37,53,56,0,107,6347,0,"16801,81","404,64"
1579,5/3/2014,25,34,40,49,51,60,0,23,2180,0,"47748,72","719,67"
1580,8/3/2014,1,6,14,17,33,36,2,378,20400,"16776243,36","9474,63","250,79"
1581,12/3/2014,14,15,25,30,31,34,0,41,4202,0,41234,"574,75"
1582,15/03/2014,1,4,13,17,38,48,1,125,10807,"7343875,35","18368,65","303,51"
1583,19/03/2014,2,9,17,18,45,47,0,130,7907,0,"12721,86","298,8"
1584,22/03/2014,3,22,27,28,50,54,0,97,7379,0,"22466,84","421,9"
1585,26/03/2014,2,43,47,48,49,55,0,103,8235,0,"28656,3","512,03"
1586,29/03/2014,8,39,43,46,47,58,0,150,10556,0,"25052,84","508,57"
1587,2/4/2014,8,19,21,30,52,56,0,179,12440,0,"25221,63","518,45"
1588,5/4/2014,23,29,32,36,45,49,2,353,21216,"25541942,1","15601,86","370,84"
1589,9/4/2014,4,5,11,19,41,51,0,87,7815,0,"19464,78","309,55"
1590,12/4/2014,7,20,34,40,44,55,0,89,8050,0,"37931,98","599,1"
1591,16/04/2014,4,10,23,33,38,55,1,278,16180,"37626306,9","13578,58","333,29"
1592,19/04/2014,31,36,38,41,42,49,0,23,2341,0,"57425,97",806
1593,23/04/2014,4,9,17,18,21,38,1,136,8689,"5259292,04","11281,23","252,24"
1594,26/04/2014,6,7,8,23,43,53,0,71,6341,0,"24708,01","395,22"
1595,30/04/2014,2,5,8,42,46,59,2,236,12387,"10975751,52","11738,12","319,48"
1596,3/5/2014,1,5,7,10,12,45,1,380,16970,"2826993,1","4038,56","129,19"
1597,7/5/2014,5,10,16,44,50,52,0,57,5638,0,"28914,82","417,61"
1598,10/5/2014,29,31,36,42,47,53,0,121,6776,0,"17829,91","454,84"
1599,14/05/2014,3,10,15,35,36,58,1,135,8922,"11882469,39","19591,99","423,49"
1600,17/05/2014,9,23,32,35,46,57,1,110,8443,"17751928,34","26147,87","486,66"
1601,21/05/2014,8,10,24,45,56,60,0,90,5373,0,"19047,65","455,79"
1602,24/05/2014,8,12,22,35,40,44,1,69,6039,"7222388,9","31977,36","521,94"
1603,28/05/2014,13,20,27,31,53,60,0,64,4652,0,"25486,21","500,89"
1604,31/05/2014,2,21,24,27,40,51,0,62,5333,0,"35017,62","581,57"
1605,4/6/2014,9,19,21,30,31,42,0,87,6694,0,"34579,33","642,02"
1606,7/6/2014,1,15,37,42,46,54,1,101,9327,"31599293,88","36444,91","563,79"
1607,11/6/2014,7,31,32,41,51,52,0,91,2820,0,"18299,4","843,58"
1608,14/06/2014,5,6,17,43,54,59,0,79,5998,0,"25432,55","478,53"
1609,18/06/2014,2,6,13,26,53,60,0,140,8573,0,"14826,54","345,88"
1610,21/06/2014,1,4,9,35,36,53,0,173,9626,0,"15606,46","400,68"
1611,25/06/2014,24,28,47,50,51,58,0,97,6367,0,"32077,5","698,13"
1612,28/06/2014,6,13,17,36,42,51,2,261,16822,"21337822,84","14506,18","321,52"
1613,2/7/2014,4,18,31,44,46,49,0,103,5801,0,"16406,04","416,14"
1614,5/7/2014,14,17,21,27,43,49,1,149,7458,"6912438,29","13843,25","395,09"
1615,9/7/2014,5,20,26,31,33,44,0,71,5701,0,"30288,72","538,87"
1616,12/7/2014,28,31,40,42,46,58,0,185,6475,0,"17075,01","696,93"
1617,16/07/2014,3,23,26,31,47,54,2,265,13116,"16075904,16","14162,36","408,77"
1618,19/07/2014,9,20,24,43,51,52,1,32,3161,"3400793,67","57692,04","834,34"
1619,23/07/2014,5,8,17,42,46,47,0,92,7438,0,"18392,04","324,98"
1620,26/07/2014,13,23,27,34,38,57,0,136,9539,0,"21094,54","429,64"
1621,30/07/2014,10,22,24,38,39,49,1,81,6823,"29279523,38","42139,35","714,66"
1622,2/8/2014,4,5,7,21,45,53,0,107,7833,0,"17975,91","350,79"
1623,5/8/2014,33,43,49,50,56,59,0,28,1825,0,"45968,32","1007,52"
1624,7/8/2014,2,27,32,41,47,58,0,76,4576,0,"27192,42","645,17"
1625,9/8/2014,11,22,36,40,45,52,0,77,6419,0,"38667,21","662,62"
1626,13/08/2014,3,5,14,35,43,52,0,158,12451,0,"24628,84","446,47"
1627,16/08/2014,20,26,32,41,45,57,1,130,9306,"44340626,24","35837,6","715,18"
